invoiceID,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,rating,gross _ncome
640-49-2076,B,Ismailia,Normal,Male,Sports and travel,83.78,8,1/10/2019,14:49,Cash,670.24,5.1,33.512
641-43-2399,B,Ismailia,Normal,Male,Home and lifestyle,25.55,4,1/26/2019,20:23,eWallet,102.2,5.7,5.11
641-51-2661,C,Alexandria,Member,Female,Food and beverages,87.1,10,2/12/2019,14:45,Credit card,871,9.9,43.55
641-62-7288,B,Ismailia,Normal,Male,Home and lifestyle,99.92,6,3/24/2019,13:33,eWallet,599.52,7.1,29.976
641-96-3695,C,Alexandria,Member,Female,Fashion accessories,43.46,6,2/7/2019,17:55,eWallet,260.76,8.5,13.038
642-30-6693,B,Ismailia,Normal,Female,Sports and travel,54.51,6,3/17/2019,13:54,eWallet,327.06,7.8,16.353
642-32-2990,A,Cairo,Normal,Female,Food and beverages,10.96,10,2/2/2019,20:48,eWallet,109.6,6,5.48
642-61-4706,B,Ismailia,Member,Male,Food and beverages,93.4,2,3/30/2019,16:34,Cash,186.8,5.5,9.34
643-38-7867,A,Cairo,Normal,Male,Home and lifestyle,97.94,1,3/7/2019,11:44,eWallet,97.94,6.9,4.897
645-44-1170,A,Cairo,Member,Male,Home and lifestyle,58.07,9,1/19/2019,20:07,eWallet,522.63,4.3,26.1315
645-78-8093,A,Cairo,Normal,Female,Sports and travel,93.14,2,1/20/2019,18:09,eWallet,186.28,4.1,9.314
647-50-1224,A,Cairo,Normal,Female,Fashion accessories,29.42,10,1/12/2019,16:23,eWallet,294.2,8.9,14.71
648-83-1321,A,Cairo,Member,Male,Home and lifestyle,63.56,10,1/16/2019,17:59,Cash,635.6,4.3,31.78
648-94-3045,C,Alexandria,Normal,Male,Health and beauty,58.95,10,2/7/2019,14:27,eWallet,589.5,8.1,29.475
649-11-3678,C,Alexandria,Normal,Female,Food and beverages,22.93,9,2/26/2019,20:26,Cash,206.37,5.5,10.3185
649-29-6775,B,Ismailia,Normal,Male,Fashion accessories,33.52,1,2/8/2019,15:31,Cash,33.52,6.7,1.676
650-98-6268,B,Ismailia,Member,Female,Food and beverages,20.87,3,3/20/2019,13:53,Credit card,62.61,8,3.1305
651-61-0874,C,Alexandria,Normal,Male,Home and lifestyle,46.22,4,3/12/2019,20:04,Credit card,184.88,6.2,9.244
651-88-7328,A,Cairo,Normal,Female,Fashion accessories,65.74,9,1/1/2019,13:55,Cash,591.66,7.7,29.583
651-96-5970,A,Cairo,Normal,Male,Fashion accessories,46.41,1,3/3/2019,20:06,Credit card,46.41,4,2.3205
652-43-6591,A,Cairo,Normal,Female,Fashion accessories,97.29,8,3/9/2019,13:18,Credit card,778.32,6.2,38.916
652-49-6720,C,Alexandria,Member,Female,Electronic accessories,60.95,1,2/18/2019,11:40,eWallet,60.95,5.9,3.0475
655-07-2265,A,Cairo,Normal,Male,Electronic accessories,78.31,3,3/5/2019,16:38,eWallet,234.93,5.4,11.7465
655-85-5130,B,Ismailia,Member,Female,Fashion accessories,38.3,4,3/13/2019,19:22,Cash,153.2,5.7,7.66
656-16-1063,B,Ismailia,Normal,Male,Sports and travel,46.42,3,1/4/2019,13:24,Credit card,139.26,4.4,6.963
656-95-9349,A,Cairo,Member,Female,Health and beauty,68.93,7,3/11/2019,11:03,Credit card,482.51,4.6,24.1255
658-66-3967,C,Alexandria,Normal,Male,Health and beauty,53.19,7,1/14/2019,15:42,eWallet,372.33,5,18.6165
659-36-1684,C,Alexandria,Member,Male,Sports and travel,57.12,7,1/12/2019,12:02,Credit card,399.84,6.5,19.992
659-65-8956,B,Ismailia,Member,Male,Fashion accessories,51.36,1,1/16/2019,15:26,eWallet,51.36,5.2,2.568
660-29-7083,C,Alexandria,Normal,Male,Electronic accessories,55.87,10,1/15/2019,15:01,Cash,558.7,5.8,27.935
662-47-5456,C,Alexandria,Member,Male,Fashion accessories,35.19,10,3/17/2019,19:06,Credit card,351.9,8.4,17.595
662-72-2873,A,Cairo,Normal,Female,Food and beverages,40.94,5,1/6/2019,13:58,eWallet,204.7,9.9,10.235
663-86-9076,C,Alexandria,Member,Female,Food and beverages,68.54,8,1/8/2019,15:57,eWallet,548.32,8.5,27.416
664-14-2882,C,Alexandria,Member,Female,Home and lifestyle,10.53,5,1/30/2019,14:43,Credit card,52.65,5.8,2.6325
665-32-9167,A,Cairo,Member,Female,Health and beauty,36.26,2,1/10/2019,17:15,Credit card,72.52,7.2,3.626
665-63-9737,B,Ismailia,Normal,Male,Fashion accessories,52.42,3,2/27/2019,17:36,eWallet,157.26,7.5,7.863
667-23-5919,A,Cairo,Member,Female,Fashion accessories,96.7,5,1/14/2019,12:52,eWallet,483.5,7,24.175
667-92-0055,A,Cairo,Member,Male,Health and beauty,99.83,6,3/4/2019,15:02,eWallet,598.98,8.5,29.949
668-90-8900,A,Cairo,Normal,Female,Home and lifestyle,93.69,7,3/10/2019,18:44,Credit card,655.83,4.5,32.7915
669-54-1719,B,Ismailia,Member,Male,Electronic accessories,18.93,6,2/10/2019,12:45,Credit card,113.58,8.1,5.679
670-71-7306,B,Ismailia,Normal,Male,Sports and travel,44.63,6,1/2/2019,20:08,Credit card,267.78,5.1,13.389
670-79-6321,B,Ismailia,Member,Female,Home and lifestyle,94.59,7,1/17/2019,15:27,Credit card,662.13,4.9,33.1065
672-51-8681,C,Alexandria,Member,Female,Electronic accessories,66.65,9,1/4/2019,18:19,Credit card,599.85,9.7,29.9925
674-15-9296,A,Cairo,Normal,Male,Sports and travel,37.14,5,1/8/2019,13:05,eWallet,185.7,5,9.285
674-56-6360,A,Cairo,Normal,Male,Electronic accessories,95.15,1,3/22/2019,14:00,Cash,95.15,6,4.7575
676-10-2200,B,Ismailia,Member,Male,Fashion accessories,53.78,1,2/3/2019,20:13,eWallet,53.78,4.7,2.689
676-39-6028,A,Cairo,Member,Female,Electronic accessories,64.44,5,3/30/2019,17:04,Cash,322.2,6.6,16.11
677-11-0152,C,Alexandria,Normal,Female,Food and beverages,93.26,9,1/16/2019,18:08,Cash,839.34,8.8,41.967
678-79-0726,C,Alexandria,Member,Female,Sports and travel,90.63,9,1/18/2019,15:28,Cash,815.67,5.1,40.7835
679-22-6530,B,Ismailia,Normal,Female,Sports and travel,40.62,2,1/17/2019,10:01,Credit card,81.24,4.1,4.062
685-64-1609,A,Cairo,Member,Female,Fashion accessories,30.14,10,2/10/2019,12:28,eWallet,301.4,9.2,15.07
686-41-0932,B,Ismailia,Normal,Female,Fashion accessories,34.7,2,3/13/2019,19:48,eWallet,69.4,8.2,3.47
687-15-1097,C,Alexandria,Member,Female,Health and beauty,21.12,2,1/3/2019,19:17,Cash,42.24,9.7,2.112
687-47-8271,A,Cairo,Normal,Male,Fashion accessories,98.98,10,2/8/2019,16:20,Credit card,989.8,8.7,49.49
689-05-1884,A,Cairo,Member,Male,Health and beauty,48.63,10,3/4/2019,12:44,Cash,486.3,8.8,24.315
689-16-9784,C,Alexandria,Normal,Male,Food and beverages,46.77,6,3/11/2019,13:37,Cash,280.62,6,14.031
690-01-6631,B,Ismailia,Normal,Male,Fashion accessories,17.49,10,2/22/2019,18:35,eWallet,174.9,6.6,8.745
692-27-8933,B,Ismailia,Normal,Female,Sports and travel,57.95,6,2/24/2019,13:02,Cash,347.7,5.2,17.385
692-92-5582,B,Ismailia,Member,Female,Food and beverages,54.84,3,2/20/2019,13:27,Credit card,164.52,5.9,8.226
695-09-5146,B,Ismailia,Member,Female,Food and beverages,98.79,3,2/23/2019,20:00,eWallet,296.37,6.4,14.8185
695-28-6250,A,Cairo,Normal,Female,Sports and travel,43.06,5,2/4/2019,16:38,eWallet,215.3,7.7,10.765
695-51-0018,B,Ismailia,Normal,Female,Sports and travel,34.84,4,2/10/2019,18:36,Cash,139.36,7.4,6.968
696-90-2548,A,Cairo,Normal,Male,Sports and travel,25.84,3,3/10/2019,18:55,eWallet,77.52,6.6,3.876
698-98-5964,A,Cairo,Normal,Female,Food and beverages,81.21,10,1/17/2019,13:01,Credit card,812.1,6.3,40.605
699-01-4164,C,Alexandria,Normal,Male,Health and beauty,41.5,4,3/12/2019,19:58,Credit card,166,8.2,8.3
699-14-3026,C,Alexandria,Normal,Male,Electronic accessories,85.39,7,3/25/2019,18:30,eWallet,597.73,4.1,29.8865
699-88-1972,B,Ismailia,Normal,Male,Health and beauty,99.16,8,1/28/2019,17:47,Credit card,793.28,4.2,39.664
700-81-1757,A,Cairo,Normal,Female,Electronic accessories,26.31,5,1/18/2019,20:59,Credit card,131.55,8.8,6.5775
701-23-5550,B,Ismailia,Member,Male,Home and lifestyle,38.81,4,3/19/2019,13:40,eWallet,155.24,4.9,7.762
701-69-8742,B,Ismailia,Normal,Male,Sports and travel,34.37,10,3/16/2019,10:11,eWallet,343.7,6.7,17.185
702-72-0487,A,Cairo,Normal,Female,Electronic accessories,46.61,2,2/26/2019,12:28,Credit card,93.22,6.6,4.661
702-83-5291,C,Alexandria,Member,Male,Fashion accessories,99.82,9,3/27/2019,10:43,Cash,898.38,6.6,44.919
704-10-4056,C,Alexandria,Member,Male,Health and beauty,60.47,3,1/14/2019,10:55,Credit card,181.41,5.6,9.0705
704-11-6354,A,Cairo,Member,Male,Home and lifestyle,58.9,8,1/6/2019,11:23,Cash,471.2,8.9,23.56
704-20-4138,C,Alexandria,Member,Female,Health and beauty,29.67,7,3/11/2019,18:58,Credit card,207.69,8.1,10.3845
704-48-3927,A,Cairo,Member,Male,Electronic accessories,88.67,10,1/12/2019,14:50,eWallet,886.7,7.3,44.335
706-36-6154,A,Cairo,Member,Male,Home and lifestyle,19.36,9,1/18/2019,18:43,eWallet,174.24,8.7,8.712
707-32-7409,B,Ismailia,Member,Female,Sports and travel,95.54,4,2/26/2019,11:58,eWallet,382.16,4.5,19.108
709-58-4068,B,Ismailia,Normal,Female,Fashion accessories,41.09,10,2/28/2019,14:42,Cash,410.9,7.3,20.545
710-46-4433,B,Ismailia,Member,Female,Food and beverages,77.4,9,2/15/2019,14:15,Credit card,696.6,4.5,34.83
711-31-1234,B,Ismailia,Normal,Female,Electronic accessories,95.64,4,3/16/2019,18:51,Cash,382.56,7.9,19.128
712-39-0363,A,Cairo,Member,Male,Food and beverages,41.66,6,1/2/2019,15:24,eWallet,249.96,5.6,12.498
714-02-3114,C,Alexandria,Normal,Female,Sports and travel,98.8,2,2/21/2019,11:39,Cash,197.6,7.7,9.88
715-20-1673,B,Ismailia,Normal,Male,Electronic accessories,28.38,5,3/6/2019,20:57,Cash,141.9,9.4,7.095
716-39-1409,B,Ismailia,Normal,Male,Health and beauty,30.35,7,3/19/2019,18:19,Cash,212.45,8,10.6225
717-96-4189,C,Alexandria,Normal,Female,Electronic accessories,35.49,6,2/2/2019,12:40,Cash,212.94,4.1,10.647
718-57-9773,C,Alexandria,Normal,Female,Sports and travel,49.33,10,2/3/2019,16:40,Credit card,493.3,9.4,24.665
719-76-3868,C,Alexandria,Member,Male,Food and beverages,94.26,4,3/12/2019,16:30,Cash,377.04,8.6,18.852
719-89-8991,A,Cairo,Member,Female,Sports and travel,91.41,5,2/25/2019,16:03,eWallet,457.05,7.1,22.8525
720-72-2436,A,Cairo,Normal,Male,Food and beverages,66.52,4,3/2/2019,18:14,eWallet,266.08,6.9,13.304
721-86-6247,A,Cairo,Normal,Female,Home and lifestyle,63.42,8,3/11/2019,12:55,eWallet,507.36,7.4,25.368
722-13-2115,C,Alexandria,Member,Male,Sports and travel,42.85,1,3/14/2019,15:36,Credit card,42.85,9.3,2.1425
725-32-9708,B,Ismailia,Member,Female,Fashion accessories,68.71,4,1/4/2019,19:01,Cash,274.84,4.1,13.742
725-54-0677,C,Alexandria,Member,Male,Health and beauty,85.6,7,3/2/2019,13:50,Cash,599.2,5.3,29.96
725-56-0833,A,Cairo,Normal,Female,Health and beauty,32.32,10,2/20/2019,16:49,Credit card,323.2,10,16.16
725-67-2480,B,Ismailia,Member,Female,Fashion accessories,58.75,6,3/24/2019,18:14,Credit card,352.5,5.9,17.625
725-96-3778,C,Alexandria,Member,Female,Home and lifestyle,89.25,8,1/20/2019,10:13,Cash,714,4.7,35.7
726-27-2396,A,Cairo,Normal,Female,Health and beauty,77.5,5,1/24/2019,20:36,eWallet,387.5,4.3,19.375
726-29-6793,A,Cairo,Member,Male,Electronic accessories,24.18,8,1/28/2019,20:54,eWallet,193.44,9.8,9.672
727-02-1313,A,Cairo,Member,Male,Food and beverages,31.84,1,2/9/2019,13:22,Cash,31.84,7.7,1.592
727-17-0390,A,Cairo,Normal,Female,Food and beverages,63.61,5,3/16/2019,12:43,eWallet,318.05,4.8,15.9025
727-46-3608,B,Ismailia,Member,Female,Food and beverages,20.01,9,2/6/2019,15:47,eWallet,180.09,4.1,9.0045
727-75-6477,C,Alexandria,Normal,Male,Electronic accessories,28.84,4,3/29/2019,14:44,Cash,115.36,6.4,5.768
728-47-9078,C,Alexandria,Member,Male,Food and beverages,59.59,4,1/19/2019,12:46,Cash,238.36,9.8,11.918
728-88-7867,C,Alexandria,Member,Female,Home and lifestyle,75.53,4,3/19/2019,15:52,eWallet,302.12,8.3,15.106
729-06-2010,B,Ismailia,Member,Male,Health and beauty,80.47,9,1/6/2019,11:18,Cash,724.23,9.2,36.2115
729-09-9681,A,Cairo,Member,Male,Home and lifestyle,25.91,6,2/5/2019,10:16,eWallet,155.46,8.7,7.773
729-46-7422,C,Alexandria,Normal,Male,Food and beverages,35.89,1,2/23/2019,16:52,Credit card,35.89,7.9,1.7945
730-50-9884,C,Alexandria,Normal,Female,Sports and travel,83.06,7,3/5/2019,14:31,eWallet,581.42,4,29.071
730-61-8757,B,Ismailia,Member,Male,Health and beauty,51.13,4,1/25/2019,10:11,Credit card,204.52,4,10.226
730-70-9830,C,Alexandria,Normal,Female,Home and lifestyle,70.11,6,3/14/2019,17:54,eWallet,420.66,5.2,21.033
731-14-2199,A,Cairo,Member,Female,Home and lifestyle,35.54,10,1/4/2019,13:34,eWallet,355.4,7,17.77
731-59-7531,B,Ismailia,Member,Male,Health and beauty,72.57,8,3/30/2019,17:58,Cash,580.56,4.6,29.028
731-81-9469,C,Alexandria,Member,Female,Sports and travel,89.8,10,1/23/2019,13:00,Credit card,898,5.4,44.9
732-04-5373,B,Ismailia,Member,Male,Home and lifestyle,46.47,4,2/8/2019,10:53,Cash,185.88,7,9.294
732-67-5346,A,Cairo,Normal,Male,Food and beverages,13.79,5,1/11/2019,19:07,Credit card,68.95,7.8,3.4475
732-94-0499,C,Alexandria,Normal,Female,Electronic accessories,41.65,10,1/13/2019,17:04,Credit card,416.5,5.4,20.825
733-01-9107,B,Ismailia,Normal,Male,Home and lifestyle,82.7,6,3/5/2019,18:14,Cash,496.2,7.4,24.81
733-29-1227,C,Alexandria,Normal,Male,Home and lifestyle,55.61,7,3/23/2019,12:41,Cash,389.27,8.5,19.4635
733-33-4967,C,Alexandria,Normal,Male,Electronic accessories,20.85,8,3/3/2019,19:17,Cash,166.8,6.3,8.34
734-91-1155,B,Ismailia,Normal,Female,Electronic accessories,45.71,3,3/26/2019,10:34,Credit card,137.13,7.7,6.8565
735-06-4124,C,Alexandria,Normal,Male,Food and beverages,48.61,1,2/25/2019,15:31,Cash,48.61,4.4,2.4305
735-32-9839,C,Alexandria,Member,Male,Fashion accessories,98.7,8,1/31/2019,10:36,eWallet,789.6,8.5,39.48
737-88-5876,A,Cairo,Member,Male,Home and lifestyle,23.29,4,3/19/2019,11:52,Credit card,93.16,5.9,4.658
740-11-5257,C,Alexandria,Normal,Male,Electronic accessories,24.74,10,2/24/2019,16:44,Cash,247.4,7.1,12.37
740-22-2500,C,Alexandria,Normal,Female,Electronic accessories,84.05,3,1/23/2019,13:29,Cash,252.15,9.8,12.6075
741-73-3559,B,Ismailia,Normal,Male,Sports and travel,67.27,5,2/27/2019,17:27,Cash,336.35,6.9,16.8175
742-04-5161,A,Cairo,Member,Male,Home and lifestyle,72.78,10,2/3/2019,17:24,Cash,727.8,7.3,36.39
743-04-1105,B,Ismailia,Member,Male,Health and beauty,97.22,9,3/30/2019,14:43,eWallet,874.98,6,43.749
743-88-1662,C,Alexandria,Normal,Male,Sports and travel,95.49,7,2/22/2019,18:17,eWallet,668.43,8.7,33.4215
744-02-5987,A,Cairo,Member,Male,Home and lifestyle,78.38,6,1/10/2019,14:16,eWallet,470.28,5.8,23.514
744-09-5786,B,Ismailia,Normal,Male,Electronic accessories,22.01,6,1/2/2019,18:50,Cash,132.06,7.6,6.603
744-16-7898,B,Ismailia,Normal,Female,Home and lifestyle,97.37,10,1/15/2019,13:48,Credit card,973.7,4.9,48.685
744-82-9138,C,Alexandria,Normal,Male,Fashion accessories,86.13,2,2/7/2019,17:59,Cash,172.26,8.2,8.613
745-71-3520,A,Cairo,Member,Female,Electronic accessories,25.22,7,2/4/2019,10:23,Cash,176.54,8.2,8.827
745-74-0715,A,Cairo,Normal,Male,Electronic accessories,58.03,2,3/10/2019,20:46,eWallet,116.06,8.8,5.803
746-04-1077,B,Ismailia,Member,Female,Food and beverages,84.63,10,1/1/2019,11:36,Credit card,846.3,9,42.315
746-19-0921,C,Alexandria,Normal,Male,Food and beverages,21.58,1,2/9/2019,10:02,eWallet,21.58,7.2,1.079
746-54-5508,A,Cairo,Normal,Male,Home and lifestyle,21.52,6,1/17/2019,12:48,Credit card,129.12,9.4,6.456
746-68-6593,C,Alexandria,Member,Female,Sports and travel,87.16,2,1/11/2019,14:29,Credit card,174.32,9.7,8.716
746-94-0204,A,Cairo,Normal,Male,Fashion accessories,83.24,9,1/29/2019,11:56,Credit card,749.16,7.4,37.458
747-58-7183,B,Ismailia,Normal,Male,Fashion accessories,57.27,3,2/9/2019,20:31,eWallet,171.81,6.5,8.5905
748-45-2862,A,Cairo,Member,Female,Home and lifestyle,28.31,4,3/7/2019,18:35,Cash,113.24,8.2,5.662
749-24-1565,A,Cairo,Normal,Female,Health and beauty,23.03,9,1/3/2019,12:02,eWallet,207.27,7.9,10.3635
749-81-8133,A,Cairo,Normal,Female,Fashion accessories,94.67,4,3/11/2019,12:04,Cash,378.68,6.8,18.934
750-57-9686,C,Alexandria,Normal,Female,Home and lifestyle,45.38,4,1/8/2019,13:48,Credit card,181.52,8.7,9.076
750-67-8428,A,Cairo,Member,Female,Health and beauty,74.69,7,1/5/2019,13:08,eWallet,522.83,9.1,26.1415
751-15-6198,B,Ismailia,Normal,Male,Sports and travel,23.01,6,1/12/2019,16:45,eWallet,138.06,7.9,6.903
751-41-9720,C,Alexandria,Normal,Male,Home and lifestyle,97.5,10,1/12/2019,16:18,eWallet,975,8,48.75
751-69-0068,C,Alexandria,Normal,Male,Sports and travel,99.24,9,3/19/2019,19:09,eWallet,893.16,9,44.658
752-23-3760,B,Ismailia,Member,Female,Sports and travel,64.08,7,2/19/2019,19:29,Credit card,448.56,7.3,22.428
755-12-3214,C,Alexandria,Member,Female,Fashion accessories,44.22,5,3/5/2019,17:07,Credit card,221.1,8.6,11.055
756-01-7507,C,Alexandria,Normal,Female,Health and beauty,20.38,5,1/22/2019,18:56,Cash,101.9,6,5.095
756-49-0168,A,Cairo,Member,Male,Fashion accessories,19.7,1,2/8/2019,11:39,eWallet,19.7,9.5,0.985
756-93-1854,C,Alexandria,Member,Female,Fashion accessories,83.35,2,2/2/2019,14:05,Credit card,166.7,9.5,8.335
759-29-9521,A,Cairo,Member,Female,Fashion accessories,48.96,9,3/4/2019,11:27,Cash,440.64,8,22.032
759-98-4285,C,Alexandria,Member,Female,Health and beauty,85.87,7,2/27/2019,19:01,Credit card,601.09,8,30.0545
760-27-5490,C,Alexandria,Normal,Male,Fashion accessories,15.62,8,1/20/2019,20:37,eWallet,124.96,9.1,6.248
760-53-9233,A,Cairo,Member,Male,Fashion accessories,41.28,3,3/26/2019,18:37,Credit card,123.84,8.5,6.192
760-54-1821,B,Ismailia,Normal,Male,Home and lifestyle,13.59,9,3/15/2019,10:26,Cash,122.31,5.8,6.1155
760-90-2357,A,Cairo,Member,Male,Electronic accessories,74.51,6,3/20/2019,15:08,eWallet,447.06,5,22.353
761-49-0439,B,Ismailia,Member,Female,Electronic accessories,12.1,8,1/19/2019,10:17,eWallet,96.8,8.6,4.84
764-44-8999,B,Ismailia,Normal,Female,Health and beauty,14.76,2,2/18/2019,14:42,eWallet,29.52,4.3,1.476
765-26-6951,A,Cairo,Normal,Male,Sports and travel,72.61,6,1/1/2019,10:39,Credit card,435.66,6.9,21.783
766-85-7061,B,Ismailia,Normal,Male,Health and beauty,87.87,10,3/29/2019,10:25,eWallet,878.7,5.1,43.935
767-05-1286,C,Alexandria,Member,Female,Home and lifestyle,83.77,6,1/23/2019,12:10,eWallet,502.62,5.4,25.131
767-54-1907,B,Ismailia,Member,Female,Fashion accessories,29.56,5,2/13/2019,16:59,Cash,147.8,6.9,7.39
767-97-4650,B,Ismailia,Member,Female,Sports and travel,64.83,2,1/8/2019,11:59,Credit card,129.66,8,6.483
770-42-8960,B,Ismailia,Normal,Male,Food and beverages,21.12,8,1/1/2019,19:31,Cash,168.96,6.3,8.448
775-72-1988,B,Ismailia,Normal,Male,Home and lifestyle,73.28,5,1/24/2019,15:05,eWallet,366.4,8.4,18.32
776-68-1096,B,Ismailia,Normal,Male,Home and lifestyle,44.12,3,3/18/2019,13:45,Credit card,132.36,7.9,6.618
777-67-2495,B,Ismailia,Normal,Male,Home and lifestyle,68.97,3,2/22/2019,11:26,eWallet,206.91,8.7,10.3455
777-82-7220,B,Ismailia,Member,Male,Home and lifestyle,30.12,8,3/3/2019,13:01,Cash,240.96,7.7,12.048
778-34-2523,A,Cairo,Member,Female,Electronic accessories,48.62,8,1/24/2019,10:57,Cash,388.96,5,19.448
778-71-5554,C,Alexandria,Member,Male,Fashion accessories,15.43,1,1/25/2019,15:46,Credit card,15.43,6.1,0.7715
778-89-7974,C,Alexandria,Normal,Male,Health and beauty,70.21,6,3/30/2019,14:58,Cash,421.26,7.4,21.063
779-06-0012,C,Alexandria,Member,Female,Home and lifestyle,88.61,1,1/19/2019,10:21,Cash,88.61,7.7,4.4305
779-42-2410,B,Ismailia,Member,Male,Food and beverages,57.74,3,2/20/2019,13:06,eWallet,173.22,7.7,8.661
781-84-8059,C,Alexandria,Normal,Male,Fashion accessories,60.74,7,1/18/2019,16:23,eWallet,425.18,5,21.259
782-95-9291,A,Cairo,Member,Male,Food and beverages,92.29,5,2/20/2019,15:55,Credit card,461.45,9,23.0725
783-09-1637,B,Ismailia,Normal,Female,Sports and travel,67.43,5,3/6/2019,18:13,eWallet,337.15,6.3,16.8575
784-08-0310,C,Alexandria,Member,Female,Food and beverages,21.04,4,1/13/2019,13:58,Cash,84.16,7.6,4.208
784-21-9238,C,Alexandria,Member,Male,Sports and travel,10.17,1,2/7/2019,14:15,Cash,10.17,5.9,0.5085
785-13-7708,B,Ismailia,Normal,Male,Food and beverages,73.06,7,1/14/2019,19:06,Credit card,511.42,4.2,25.571
785-96-0615,B,Ismailia,Member,Female,Electronic accessories,35.74,8,2/17/2019,15:28,eWallet,285.92,4.9,14.296
786-94-2700,A,Cairo,Member,Male,Food and beverages,80.62,6,2/28/2019,20:18,Cash,483.72,9.1,24.186
787-15-1757,C,Alexandria,Member,Male,Health and beauty,44.07,4,2/18/2019,16:28,eWallet,176.28,8.4,8.814
787-56-0757,C,Alexandria,Member,Female,Food and beverages,80.36,4,2/23/2019,18:45,Credit card,321.44,8.3,16.072
787-87-2010,A,Cairo,Member,Male,Health and beauty,55.5,4,1/20/2019,15:48,Credit card,222,6.6,11.1
788-07-8452,C,Alexandria,Member,Female,Home and lifestyle,24.24,7,1/27/2019,17:38,eWallet,169.68,9.4,8.484
788-21-5741,A,Cairo,Normal,Male,Fashion accessories,45.38,3,2/17/2019,13:34,Credit card,136.14,7.2,6.807
789-23-8625,B,Ismailia,Member,Male,Fashion accessories,93.22,3,1/24/2019,11:45,Cash,279.66,7.2,13.983
790-29-1172,B,Ismailia,Normal,Female,Food and beverages,57.34,3,3/10/2019,18:59,Credit card,172.02,7.9,8.601
790-38-4466,C,Alexandria,Normal,Female,Health and beauty,10.99,5,1/23/2019,10:18,Credit card,54.95,9.3,2.7475
793-10-3222,B,Ismailia,Member,Female,Health and beauty,41.06,6,3/5/2019,13:30,Credit card,246.36,8.3,12.318
794-32-2436,B,Ismailia,Member,Male,Electronic accessories,55.67,2,3/27/2019,15:08,eWallet,111.34,6,5.567
794-42-3736,B,Ismailia,Normal,Male,Food and beverages,33.33,2,1/26/2019,14:41,Credit card,66.66,6.4,3.333
795-49-7276,A,Cairo,Normal,Male,Fashion accessories,37.15,4,3/23/2019,18:59,eWallet,148.6,8.3,7.43
796-12-2025,C,Alexandria,Normal,Male,Fashion accessories,62.12,10,2/11/2019,16:19,Cash,621.2,5.9,31.06
796-32-9050,A,Cairo,Normal,Male,Food and beverages,51.28,6,1/19/2019,16:31,Cash,307.68,6.5,15.384
797-88-0493,A,Cairo,Normal,Female,Health and beauty,64.27,4,3/26/2019,13:54,Cash,257.08,7.7,12.854
799-71-1548,A,Cairo,Member,Male,Electronic accessories,77.72,4,1/7/2019,16:11,Credit card,310.88,8.8,15.544
800-09-8606,A,Cairo,Member,Female,Home and lifestyle,87.37,5,1/29/2019,19:45,Cash,436.85,6.6,21.8425
801-88-0346,C,Alexandria,Normal,Female,Fashion accessories,76.06,3,1/5/2019,20:30,Credit card,228.18,9.8,11.409
802-43-8934,A,Cairo,Normal,Male,Home and lifestyle,18.28,1,3/22/2019,15:05,Credit card,18.28,8.3,0.914
802-70-5316,A,Cairo,Member,Female,Sports and travel,92.13,6,3/6/2019,20:34,Cash,552.78,8.3,27.639
803-17-8013,A,Cairo,Member,Female,Home and lifestyle,88.79,8,2/17/2019,17:09,Cash,710.32,4.1,35.516
803-83-5989,C,Alexandria,Normal,Male,Home and lifestyle,55.73,6,2/24/2019,10:55,eWallet,334.38,7,16.719
804-38-3935,A,Cairo,Member,Male,Electronic accessories,93.78,3,1/30/2019,11:32,Credit card,281.34,5.9,14.067
805-86-0265,A,Cairo,Normal,Male,Home and lifestyle,93.96,9,3/20/2019,11:32,Cash,845.64,9.8,42.282
807-14-7833,A,Cairo,Member,Female,Electronic accessories,17.42,10,2/22/2019,12:30,eWallet,174.2,7,8.71
807-34-3742,A,Cairo,Normal,Male,Fashion accessories,52.38,1,3/26/2019,19:44,Cash,52.38,5.8,2.619
808-65-0703,C,Alexandria,Normal,Male,Home and lifestyle,35.47,4,3/14/2019,17:22,Credit card,141.88,6.9,7.094
809-46-1866,A,Cairo,Normal,Male,Health and beauty,58.15,4,1/23/2019,17:44,Cash,232.6,8.4,11.63
809-69-9497,A,Cairo,Normal,Female,Home and lifestyle,45.68,10,1/19/2019,19:30,eWallet,456.8,5.7,22.84
810-60-6344,C,Alexandria,Normal,Female,Electronic accessories,40.86,8,2/7/2019,14:38,Credit card,326.88,6.5,16.344
811-03-8790,A,Cairo,Normal,Female,Electronic accessories,45.48,10,3/1/2019,10:22,Credit card,454.8,4.8,22.74
811-35-1094,B,Ismailia,Member,Male,Electronic accessories,50.45,6,2/6/2019,15:16,Credit card,302.7,8.9,15.135
815-04-6282,C,Alexandria,Member,Female,Sports and travel,64.97,5,2/8/2019,12:52,Credit card,324.85,6.5,16.2425
815-11-1168,A,Cairo,Member,Male,Food and beverages,99.78,5,3/9/2019,19:09,Cash,498.9,5.4,24.945
816-57-2053,A,Cairo,Normal,Male,Sports and travel,60.87,2,3/9/2019,12:37,eWallet,121.74,8.7,6.087
816-72-8853,A,Cairo,Member,Female,Sports and travel,27.93,5,1/29/2019,15:48,Cash,139.65,5.9,6.9825
817-48-8732,A,Cairo,Member,Female,Home and lifestyle,72.35,10,1/20/2019,15:55,Cash,723.5,5.4,36.175
